canon_smiles,iso_smiles
Cc1cccc(C(=O)N2CCc3cc(-c4nc(NC(=O)c5cnccn5)sc4C)ccc32)c1,Cc1cccc(C(=O)N2CCc3cc(-c4nc(NC(=O)c5cnccn5)sc4C)ccc32)c1
COCCN1C(=O)c2ccccc2C(C(=O)Nc2ccccc2OC)C1c1ccc(F)cc1,COCCN1C(=O)c2ccccc2[C@@H](C(=O)Nc2ccccc2OC)[C@H]1c1ccc(F)cc1
O=c1[nH]c2c(c([O-])c1Cc1ccccc1)c(=O)n(-c1ccccc1)c(=O)n2-c1ccccc1,O=c1[nH]c2c(c([O-])c1Cc1ccccc1)c(=O)n(-c1ccccc1)c(=O)n2-c1ccccc1
COCC(=O)N1CCc2cc(OC)c(OC)cc2C1COc1ccc2c(C)cc(=O)oc2c1,COCC(=O)N1CCc2cc(OC)c(OC)cc2[C@@H]1COc1ccc2c(C)cc(=O)oc2c1
O=C(Nn1c(SCc2cc(=O)n3ccccc3n2)nc2ccccc2c1=O)c1ccccc1,O=C(Nn1c(SCc2cc(=O)n3ccccc3n2)nc2ccccc2c1=O)c1ccccc1
CCOc1ccc2[nH]c(=O)c(CN(Cc3ccc(F)cc3)C(=O)NC3CCCCC3)cc2c1,CCOc1ccc2[nH]c(=O)c(CN(Cc3ccc(F)cc3)C(=O)NC3CCCCC3)cc2c1
Cc1ccc(-c2nn3c(-c4ccncc4)nnc3c3ccccc23)cc1S(=O)(=O)NCCO,Cc1ccc(-c2nn3c(-c4ccncc4)nnc3c3ccccc23)cc1S(=O)(=O)NCCO
O=S(=O)(Nc1ccc(Oc2ncnc3cc(Cl)ccc23)nc1)c1ccc(-c2ccccn2)s1,O=S(=O)(Nc1ccc(Oc2ncnc3cc(Cl)ccc23)nc1)c1ccc(-c2ccccn2)s1
COc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCc4ccccc43)ccc2OC)c(OC)c1,COc1ccc(NC(=O)c2cc(S(=O)(=O)N3CCc4ccccc43)ccc2OC)c(OC)c1
CC(C(=O)Nc1ccccc1-c1ccccc1)[NH+]1CCN(S(=O)(=O)c2ccccc2F)CC1,C[C@@H](C(=O)Nc1ccccc1-c1ccccc1)[NH+]1CCN(S(=O)(=O)c2ccccc2F)CC1
CC(C)COC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(c2cccc(Cl)c2)CC1,CC(C)COC(=O)[C@H](C#N)c1nc2ccccc2nc1N1CCN(c2cccc(Cl)c2)CC1
COc1ccc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2ccc(C)cc2)N3)c(OC)c1,COc1ccc(NC(=O)c2cc3n(n2)[C@H](C(F)(F)F)C[C@@H](c2ccc(C)cc2)N3)c(OC)c1
COc1cc(C2CC(=O)c3cnc(NC(=O)c4ccc(C)cc4)nc3C2)cc(OC)c1OC,COc1cc([C@@H]2CC(=O)c3cnc(NC(=O)c4ccc(C)cc4)nc3C2)cc(OC)c1OC
COc1cc(C(=O)Nc2cccc(NC(=O)c3cc(F)c(F)cc3Cl)c2)cc(OC)c1OC,COc1cc(C(=O)Nc2cccc(NC(=O)c3cc(F)c(F)cc3Cl)c2)cc(OC)c1OC
COc1ccc2cc(C(c3nnnn3C3CCCC3)N3CCc4ccccc43)c(=O)[nH]c2c1,COc1ccc2cc([C@H](c3nnnn3C3CCCC3)N3CCc4ccccc43)c(=O)[nH]c2c1
COc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(C)c2)cc1OC,COc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2cccc(C)c2)cc1OC
O=C(c1cccc(Cl)c1)N1CCC(c2nc(=O)c3nnn(Cc4ccccc4Cl)c3[nH]2)CC1,O=C(c1cccc(Cl)c1)N1CCC(c2nc(=O)c3nnn(Cc4ccccc4Cl)c3[nH]2)CC1
O=C(Nc1ccn(Cc2c(F)cccc2Cl)n1)C1CCCN(S(=O)(=O)c2ccc(F)cc2)C1,O=C(Nc1ccn(Cc2c(F)cccc2Cl)n1)[C@H]1CCCN(S(=O)(=O)c2ccc(F)cc2)C1
Cc1cc(C)c(S(=O)(=O)N(C)CC(=O)N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)c(C)c1,Cc1cc(C)c(S(=O)(=O)N(C)CC(=O)N2CC[NH+](Cc3ccc4c(c3)OCO4)CC2)c(C)c1
COc1cccc(C(=O)N2CCCC(c3nc(-c4cc(OC)c(OC)c(OC)c4)no3)C2)c1,COc1cccc(C(=O)N2CCC[C@@H](c3nc(-c4cc(OC)c(OC)c(OC)c4)no3)C2)c1
Cc1ccc(Cn2ccc(NC(=O)c3cn(-c4ccccc4)nc3-c3ccccc3)n2)cc1,Cc1ccc(Cn2ccc(NC(=O)c3cn(-c4ccccc4)nc3-c3ccccc3)n2)cc1
O=C(Nc1ccc(OC(F)(F)F)cc1)C1Cc2ccccc2CN1C(=O)c1ccccc1Cl,O=C(Nc1ccc(OC(F)(F)F)cc1)[C@@H]1Cc2ccccc2CN1C(=O)c1ccccc1Cl
COc1ccc(C2C(C(=O)Nc3cc(C)c(Cl)cc3OC)c3ccccc3C(=O)N2C)cc1,COc1ccc([C@H]2[C@@H](C(=O)Nc3cc(C)c(Cl)cc3OC)c3ccccc3C(=O)N2C)cc1
Cc1ccc(N(C(C)C(=O)Nc2ccccc2C(=O)NC2CCCCC2)S(C)(=O)=O)cc1C,Cc1ccc(N([C@@H](C)C(=O)Nc2ccccc2C(=O)NC2CCCCC2)S(C)(=O)=O)cc1C
COc1cccc(C(=O)CSc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2ccc(Cl)cc2)c1,COc1cccc(C(=O)CSc2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2ccc(Cl)cc2)c1
Cc1nc2c3c4c(sc3n3c(SCC(=O)NCc5ccco5)nnc3n2n1)COC(C)(C)C4,Cc1nc2c3c4c(sc3n3c(SCC(=O)NCc5ccco5)nnc3n2n1)COC(C)(C)C4
COc1ccccc1Cn1c2nc3ccccc3nc2c2c(=O)n(CC3CCCO3)cnc21,COc1ccccc1Cn1c2nc3ccccc3nc2c2c(=O)n(C[C@@H]3CCCO3)cnc21
Cc1nc(C)c(Cc2cccc(F)c2)c(N2CCCN(C(=O)Cc3ccc(F)cc3)CC2)n1,Cc1nc(C)c(Cc2cccc(F)c2)c(N2CCCN(C(=O)Cc3ccc(F)cc3)CC2)n1
CCOc1cc(C2c3c(oc4ccccc4c3=O)C(=O)N2C)ccc1OCc1ccccc1,CCOc1cc([C@H]2c3c(oc4ccccc4c3=O)C(=O)N2C)ccc1OCc1ccccc1
COC(=O)C1C(c2ccccc2)C2(C(=O)c3ccccc3C2=O)C2C=Cc3ccccc3N12,COC(=O)[C@@H]1[C@@H](c2ccccc2)C2(C(=O)c3ccccc3C2=O)[C@@H]2C=Cc3ccccc3N12
COc1cccc(C(=O)CN2C(=O)CN=C(c3cccc(C)c3)c3c2sc2c3CCCC2)c1,COc1cccc(C(=O)CN2C(=O)CN=C(c3cccc(C)c3)c3c2sc2c3CCCC2)c1
CC(=O)N1CCC([NH+]2CC3CC(C2)c2ccc(-c4ccccc4C[NH+](C)C)c(=O)n2C3)CC1,CC(=O)N1CCC([NH+]2C[C@@H]3C[C@H](C2)c2ccc(-c4ccccc4C[NH+](C)C)c(=O)n2C3)CC1
O=C1Nc2ccccc2C(O)(C(=O)NCc2ccc3c(c2)OCO3)N1c1ccc(Cl)c(Cl)c1,O=C1Nc2ccccc2[C@](O)(C(=O)NCc2ccc3c(c2)OCO3)N1c1ccc(Cl)c(Cl)c1
O=c1c2sccc2nc(SCc2cc(=O)n3ccccc3n2)n1Cc1ccc2c(c1)OCO2,O=c1c2sccc2nc(SCc2cc(=O)n3ccccc3n2)n1Cc1ccc2c(c1)OCO2
O=c1[nH]c2cc3c(cc2cc1C(c1nnnn1C1CCCCC1)[NH+]1CCCCCC1)OCO3,O=c1[nH]c2cc3c(cc2cc1[C@@H](c1nnnn1C1CCCCC1)[NH+]1CCCCCC1)OCO3
CC(C)(C)NC(=O)C(c1ccc(Cl)cc1)N(C(=O)c1snc(C(N)=O)c1N)c1ccccc1,CC(C)(C)NC(=O)[C@@H](c1ccc(Cl)cc1)N(C(=O)c1snc(C(N)=O)c1N)c1ccccc1
COc1cc2c(=O)c(S(=O)(=O)c3ccc(F)cc3)cn(Cc3ccccc3Cl)c2cc1OC,COc1cc2c(=O)c(S(=O)(=O)c3ccc(F)cc3)cn(Cc3ccccc3Cl)c2cc1OC
C=CCn1c(SCC(=O)Nc2nc(-c3ccccc3)ns2)nc2sc3c(c2c1=O)CCCC3,C=CCn1c(SCC(=O)Nc2nc(-c3ccccc3)ns2)nc2sc3c(c2c1=O)CCCC3
Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)NC(C)c3ccc4c(c3)OCCO4)cc2)cc1,Cc1ccc(S(=O)(=O)NCc2ccc(C(=O)N[C@H](C)c3ccc4c(c3)OCCO4)cc2)cc1
COc1cccc(-n2nc(C(=O)Nc3nc4ccc(OC)cc4s3)c3ccccc3c2=O)c1,COc1cccc(-n2nc(C(=O)Nc3nc4ccc(OC)cc4s3)c3ccccc3c2=O)c1
COc1cc2c(=O)c(S(=O)(=O)c3ccc(Cl)cc3)cn(Cc3ccccc3F)c2cc1OC,COc1cc2c(=O)c(S(=O)(=O)c3ccc(Cl)cc3)cn(Cc3ccccc3F)c2cc1OC
CC(C)(C)OC(=O)NC(C(=O)Oc1ccc2c(c1)oc(=O)c1ccccc12)c1ccccc1,CC(C)(C)OC(=O)N[C@@H](C(=O)Oc1ccc2c(c1)oc(=O)c1ccccc12)c1ccccc1
COc1ccc(CCNC(=O)C(C#N)c2nc3ccccc3nc2N2CCCCCC2)cc1,COc1ccc(CCNC(=O)[C@@H](C#N)c2nc3ccccc3nc2N2CCCCCC2)cc1
O=c1c(-c2ccc3c(c2)OCCO3)coc2cc(OC3CC(CO)C(O)C(O)C3O)ccc12,O=c1c(-c2ccc3c(c2)OCCO3)coc2cc(O[C@H]3C[C@@H](CO)[C@H](O)[C@H](O)[C@@H]3O)ccc12
COc1cc(C2CC(=O)c3cnc(NC(=O)c4ccc(F)cc4)nc3C2)cc(OC)c1OC,COc1cc([C@@H]2CC(=O)c3cnc(NC(=O)c4ccc(F)cc4)nc3C2)cc(OC)c1OC
O=C(CSc1nc2ccccc2c(=O)n1-c1cc(C(F)(F)F)ccc1Cl)NCc1ccco1,O=C(CSc1nc2ccccc2c(=O)n1-c1cc(C(F)(F)F)ccc1Cl)NCc1ccco1
Cc1cccc(-n2c(SCC(=O)Nc3ccc4c(c3)OCCO4)nc3ccccc3c2=O)c1,Cc1cccc(-n2c(SCC(=O)Nc3ccc4c(c3)OCCO4)nc3ccccc3c2=O)c1
CC(=O)c1ccc(S(=O)(=O)N(Cc2cccs2)Cc2cc3c(C)cc(C)cc3[nH]c2=O)cc1,CC(=O)c1ccc(S(=O)(=O)N(Cc2cccs2)Cc2cc3c(C)cc(C)cc3[nH]c2=O)cc1
CCOC(=O)C1=C(C)NC(=O)NC1c1c(OCC(=O)N2CCCCC2)ccc2ccccc12,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1c(OCC(=O)N2CCCCC2)ccc2ccccc12
Cc1cccc2cc(CN(CC3CCCO3)S(=O)(=O)c3cccc(C(F)(F)F)c3)c(=O)[nH]c12,Cc1cccc2cc(CN(C[C@H]3CCCO3)S(=O)(=O)c3cccc(C(F)(F)F)c3)c(=O)[nH]c12
Cc1cc(C)c2[nH]c(=O)c(C(c3nnnn3C3CCCC3)N3CCc4ccccc43)cc2c1,Cc1cc(C)c2[nH]c(=O)c([C@@H](c3nnnn3C3CCCC3)N3CCc4ccccc43)cc2c1
Cc1ccc(C)c(NC(=O)Cn2cc(S(=O)(=O)c3ccc(F)cc3)c(=O)c3ccccc32)c1,Cc1ccc(C)c(NC(=O)Cn2cc(S(=O)(=O)c3ccc(F)cc3)c(=O)c3ccccc32)c1
CC12C(=O)N(CC3CCCO3)CC(=O)N1CC(c1ccc(Cl)cc1)c1c2[nH]c2ccccc12,C[C@@]12C(=O)N(C[C@@H]3CCCO3)CC(=O)N1C[C@@H](c1ccc(Cl)cc1)c1c2[nH]c2ccccc12
Cn1c(SCC(=O)Nc2ccc(NC(=O)c3cccc(F)c3)cc2)nnc1-c1ccncc1,Cn1c(SCC(=O)Nc2ccc(NC(=O)c3cccc(F)c3)cc2)nnc1-c1ccncc1
COc1ccc(C(=O)Nc2ccc(C(=O)NCC3OCCc4ccccc43)cc2)cc1OC,COc1ccc(C(=O)Nc2ccc(C(=O)NC[C@@H]3OCCc4ccccc43)cc2)cc1OC
O=C(CC(NC(=O)c1ccccc1)c1ccccc1)Nc1ccc2c(c1)-c1ccccc1C2,O=C(C[C@@H](NC(=O)c1ccccc1)c1ccccc1)Nc1ccc2c(c1)-c1ccccc1C2
Cc1ccc(NC(=O)c2c(NS(=O)(=O)c3ccc(C)c(C)c3)oc3ccccc3c2=O)cc1,Cc1ccc(NC(=O)c2c(NS(=O)(=O)c3ccc(C)c(C)c3)oc3ccccc3c2=O)cc1
COc1cc2cc(CN(C(=O)Nc3cccc(Cl)c3)C3CCCCC3)c(=O)[nH]c2cc1OC,COc1cc2cc(CN(C(=O)Nc3cccc(Cl)c3)C3CCCCC3)c(=O)[nH]c2cc1OC
O=C(Oc1cccc2cccnc12)c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1,O=C(Oc1cccc2cccnc12)c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1
CC(=O)c1ccc(NC(=O)CSc2ncnc3c2sc2nc4c(cc23)COC(C)(C)C4)cc1,CC(=O)c1ccc(NC(=O)CSc2ncnc3c2sc2nc4c(cc23)COC(C)(C)C4)cc1
COCCN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc(OC)c(OC)c2)C1=O,COCCN1CC(=O)N2[C@@H](Cc3c([nH]c4ccccc34)[C@@H]2c2ccc(OC)c(OC)c2)C1=O
COc1ccc(CNC(=O)c2cc3c(n(-c4ccc(C)cc4)c2=O)CCCC3=O)cc1OC,COc1ccc(CNC(=O)c2cc3c(n(-c4ccc(C)cc4)c2=O)CCCC3=O)cc1OC
O=C(Nc1ccc2n(c1=O)CC1CC2CN(C(=O)NC2CCCCC2)C1)c1ccc(F)cc1,O=C(Nc1ccc2n(c1=O)C[C@H]1C[C@@H]2CN(C(=O)NC2CCCCC2)C1)c1ccc(F)cc1
Cc1cc2cc(CN(CCc3ccccc3)S(=O)(=O)c3ccc(F)cc3)c(=O)[nH]c2cc1C,Cc1cc2cc(CN(CCc3ccccc3)S(=O)(=O)c3ccc(F)cc3)c(=O)[nH]c2cc1C
Cc1ccc(-c2coc3cc4oc(=O)c(CC(=O)NC(C(=O)[O-])C(C)C)c(C)c4cc23)cc1,Cc1ccc(-c2coc3cc4oc(=O)c(CC(=O)N[C@H](C(=O)[O-])C(C)C)c(C)c4cc23)cc1
Cc1cc(C(=O)COC(=O)c2ccc3c(=O)n4c(nc3c2)CCC4)c(C)n1CC1CCCO1,Cc1cc(C(=O)COC(=O)c2ccc3c(=O)n4c(nc3c2)CCC4)c(C)n1C[C@@H]1CCCO1
C#CCNC(=O)CC1c2nc(NC(=O)c3cccs3)sc2CC2C(C)(CO)C(O)CCC12C,C#CCNC(=O)C[C@@H]1c2nc(NC(=O)c3cccs3)sc2C[C@H]2[C@@]1(C)CC[C@@H](O)[C@@]2(C)CO
CC[NH+](Cc1ccccc1)C(c1cc2ccc(C)cc2[nH]c1=O)c1nnnn1C1CCCC1,CC[NH+](Cc1ccccc1)[C@@H](c1cc2ccc(C)cc2[nH]c1=O)c1nnnn1C1CCCC1
CCOC(=O)c1c(NC(=O)CSc2nnc3c(n2)[nH]c2ccccc23)sc2c1CC[NH+](C)C2,CCOC(=O)c1c(NC(=O)CSc2nnc3c(n2)[nH]c2ccccc23)sc2c1CC[NH+](C)C2
CCCn1c(SCC(=O)N2CCC(Cc3ccccc3)CC2)nc2c1c(=O)n(C)c(=O)n2C,CCCn1c(SCC(=O)N2CCC(Cc3ccccc3)CC2)nc2c1c(=O)n(C)c(=O)n2C
CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)N1CCOCC1)c1cccc2ccccc12,CS(=O)(=O)N(CC(=O)Nc1ccccc1C(=O)N1CCOCC1)c1cccc2ccccc12
COc1ccc(N2CC(C)Cn3c2nc2c3c(=O)n(CCc3ccccc3)c(=O)n2C)cc1,COc1ccc(N2C[C@H](C)Cn3c2nc2c3c(=O)n(CCc3ccccc3)c(=O)n2C)cc1
CCC(=O)Nc1cc(NC(=O)CSc2nnc3c4c5c(sc4ncn23)CCCC5)ccc1C,CCC(=O)Nc1cc(NC(=O)CSc2nnc3c4c5c(sc4ncn23)CCCC5)ccc1C
COc1cc2c(cc1NC(=O)CSc1nnc(-c3cccc(Cl)c3)n1N)oc1ccccc12,COc1cc2c(cc1NC(=O)CSc1nnc(-c3cccc(Cl)c3)n1N)oc1ccccc12
COC(=O)c1cn(NC(=O)c2cc(-c3cccs3)nc3ccccc23)c(=O)c2ccccc12,COC(=O)c1cn(NC(=O)c2cc(-c3cccs3)nc3ccccc23)c(=O)c2ccccc12
O=C(C1Cc2ccccc2CN1S(=O)(=O)c1cccs1)N1CCN(c2ccc(F)cc2)CC1,O=C([C@@H]1Cc2ccccc2CN1S(=O)(=O)c1cccs1)N1CCN(c2ccc(F)cc2)CC1
CCc1ccc(N2CC(C(=O)Nc3ccc(-c4nnc5n4CCCCC5)cc3)CC2=O)cc1,CCc1ccc(N2C[C@H](C(=O)Nc3ccc(-c4nnc5n4CCCCC5)cc3)CC2=O)cc1
CC[NH+]1CCCC1CNC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3CCC(C)CC3)c2c1=O,CC[NH+]1CCC[C@H]1CNC(=O)Cn1cnc2sc(C)c(S(=O)(=O)N3CCC(C)CC3)c2c1=O
Cc1cc(C)cc(NC(=O)CSc2oc(-c3ccco3)nc2S(=O)(=O)c2ccc(F)cc2)c1,Cc1cc(C)cc(NC(=O)CSc2oc(-c3ccco3)nc2S(=O)(=O)c2ccc(F)cc2)c1
CC(C)(C)NC(=O)C(c1cccs1)N(C(=O)Cn1nnc2ccccc21)c1ccc(F)cc1,CC(C)(C)NC(=O)[C@@H](c1cccs1)N(C(=O)Cn1nnc2ccccc21)c1ccc(F)cc1
CCc1c(C#N)c(SCC(=O)Nc2nsc(-c3ccccc3)n2)nc2c1C(=O)CC(C)(C)C2,CCc1c(C#N)c(SCC(=O)Nc2nsc(-c3ccccc3)n2)nc2c1C(=O)CC(C)(C)C2
COc1cccc(OC)c1C(=O)N1CCN(c2nc(C)nc3sc4c(c23)CCC(C)C4)CC1,COc1cccc(OC)c1C(=O)N1CCN(c2nc(C)nc3sc4c(c23)CC[C@H](C)C4)CC1
CCCOc1cccc(C2c3c(oc4ccccc4c3=O)C(=O)N2c2nnc(C(C)C)s2)c1,CCCOc1cccc([C@H]2c3c(oc4ccccc4c3=O)C(=O)N2c2nnc(C(C)C)s2)c1
CC(C)NS(=O)(=O)c1ccc2[nH]c3nc(SCC(=O)Nc4ccc(F)c(F)c4)nnc3c2c1,CC(C)NS(=O)(=O)c1ccc2[nH]c3nc(SCC(=O)Nc4ccc(F)c(F)c4)nnc3c2c1
O=C(C1CCCO1)N1CCN(c2c3c(nc4cc(-c5cccc(F)c5)nn24)CCCC3)CC1,O=C([C@@H]1CCCO1)N1CCN(c2c3c(nc4cc(-c5cccc(F)c5)nn24)CCCC3)CC1
COc1cccc(C2c3[nH]c4ccccc4c3CC3C(=O)N(C4CCCCC4)CC(=O)N32)c1,COc1cccc([C@@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(C4CCCCC4)CC(=O)N32)c1
CC(=O)c1ccc(NC(=O)Cn2cnc3c(sc4nc5c(cc43)COC(C)(C)C5)c2=O)cc1,CC(=O)c1ccc(NC(=O)Cn2cnc3c(sc4nc5c(cc43)COC(C)(C)C5)c2=O)cc1
CCC(C)N1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2cccc(OC)c2OC)C1=O,CC[C@@H](C)N1CC(=O)N2[C@@H](Cc3c([nH]c4ccccc34)[C@H]2c2cccc(OC)c2OC)C1=O
CCn1c(SCC(=O)Nc2ccccc2Cl)nnc1C(NC(=O)c1ccc(C)cc1)C(C)C,CCn1c(SCC(=O)Nc2ccccc2Cl)nnc1[C@H](NC(=O)c1ccc(C)cc1)C(C)C
COc1ccc(NC(=O)c2cc(S(=O)(=O)NCC3COc4ccccc4O3)ccc2F)cc1,COc1ccc(NC(=O)c2cc(S(=O)(=O)NC[C@@H]3COc4ccccc4O3)ccc2F)cc1
CCSc1nnc2c(n1)OC(c1ccc(OC)c3ccccc13)N(C(C)=O)c1ccccc1-2,CCSc1nnc2c(n1)O[C@@H](c1ccc(OC)c3ccccc13)N(C(C)=O)c1ccccc1-2
Cc1oc2c(C)c3oc(=O)c(CCC(=O)NC(C(=O)[O-])c4ccccc4)c(C)c3cc2c1C,Cc1oc2c(C)c3oc(=O)c(CCC(=O)N[C@H](C(=O)[O-])c4ccccc4)c(C)c3cc2c1C
COc1ccc(-n2c(SCC(=O)Nc3cc(C)cc(C)c3)nnc2-c2ccc(O)cc2)cc1,COc1ccc(-n2c(SCC(=O)Nc3cc(C)cc(C)c3)nnc2-c2ccc(O)cc2)cc1
COc1ccc(C(=O)N2CCCC(c3nc(-c4ccc(OC)c(OC)c4)no3)C2)c(OC)c1,COc1ccc(C(=O)N2CCC[C@H](c3nc(-c4ccc(OC)c(OC)c4)no3)C2)c(OC)c1
COc1cc(C(=O)Nc2nc(-c3ccc4c(c3)CC(C)N4C(C)=O)cs2)cc(OC)c1OC,COc1cc(C(=O)Nc2nc(-c3ccc4c(c3)C[C@@H](C)N4C(C)=O)cs2)cc(OC)c1OC
COc1cc(C2CC(=O)c3cnc(N4CCc5ccccc5C4)nc3C2)cc(OC)c1OC,COc1cc([C@H]2CC(=O)c3cnc(N4CCc5ccccc5C4)nc3C2)cc(OC)c1OC
O=C(OCC(=O)N1CC(O)=Nc2ccccc21)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl,O=C(OCC(=O)N1CC(O)=Nc2ccccc21)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl
COc1cccc(-c2nnc(SC(C)C(=O)Nc3cccc(C#N)c3)n2-c2ccccc2)c1,COc1cccc(-c2nnc(S[C@@H](C)C(=O)Nc3cccc(C#N)c3)n2-c2ccccc2)c1
N#Cc1cccc(NC(=O)N2CCc3nc(-c4ccccc4)nc(N4CCCCC4)c3C2)c1,N#Cc1cccc(NC(=O)N2CCc3nc(-c4ccccc4)nc(N4CCCCC4)c3C2)c1
Cc1cccc(NC(=O)CSc2nnc(-c3cc4c(C)nn(-c5ccccc5)c4s3)n2C)c1,Cc1cccc(NC(=O)CSc2nnc(-c3cc4c(C)nn(-c5ccccc5)c4s3)n2C)c1
Cc1ccc(S(=O)(=O)NCC[NH+]2CCOCC2)cc1-c1nnc2c3ccccc3c(C)nn12,Cc1ccc(S(=O)(=O)NCC[NH+]2CCOCC2)cc1-c1nnc2c3ccccc3c(C)nn12
O=C(CSc1nc2c([nH]c3ccccc32)c(=O)n1-c1ccc(F)cc1)NCc1ccccc1,O=C(CSc1nc2c([nH]c3ccccc32)c(=O)n1-c1ccc(F)cc1)NCc1ccccc1
Cc1ccc(CN2C(=O)c3ccccc3SCC2(C)C(=O)Nc2ccc(N(C)C)cc2)cc1,Cc1ccc(CN2C(=O)c3ccccc3SC[C@]2(C)C(=O)Nc2ccc(N(C)C)cc2)cc1
Cc1ccc(C)c(N2CC[NH+](C(c3ccncc3)c3nnnn3Cc3ccccc3)CC2)c1,Cc1ccc(C)c(N2CC[NH+]([C@@H](c3ccncc3)c3nnnn3Cc3ccccc3)CC2)c1
COc1cc(C(Nc2cccc(C)[nH+]2)c2ccc3ccc(C)nc3c2O)cc(OC)c1OC,COc1cc([C@H](Nc2cccc(C)[nH+]2)c2ccc3ccc(C)nc3c2O)cc(OC)c1OC
CNC(=O)COc1ccc(NC(=O)c2ccc(-c3nn(C)c(=O)c4ccccc34)cc2)cc1,CNC(=O)COc1ccc(NC(=O)c2ccc(-c3nn(C)c(=O)c4ccccc34)cc2)cc1
COc1ccc(C2C(C(=O)NCCC[NH+]3CCC(C)CC3)c3ccccc3C(=O)N2C)cc1,COc1ccc([C@H]2[C@@H](C(=O)NCCC[NH+]3CCC(C)CC3)c3ccccc3C(=O)N2C)cc1
C#CCN(C)C(=O)C(C)C1CCC2(C)Cc3sc(NC(=O)CC(C)(C)C)nc3C(C)C2C1O,C#CCN(C)C(=O)[C@@H](C)[C@H]1CC[C@@]2(C)Cc3sc(NC(=O)CC(C)(C)C)nc3[C@@H](C)[C@@H]2[C@H]1O
CC(=O)Nc1ccc(C(=O)CSc2nc3sc(C)c(C)c3c(=O)n2-c2cccc(C)c2)cc1,CC(=O)Nc1ccc(C(=O)CSc2nc3sc(C)c(C)c3c(=O)n2-c2cccc(C)c2)cc1
COc1cccc(-n2c(=O)c3c(C)c(C(=O)N(C)C)sc3n(Cc3cccc(F)c3)c2=O)c1,COc1cccc(-n2c(=O)c3c(C)c(C(=O)N(C)C)sc3n(Cc3cccc(F)c3)c2=O)c1
Cc1ccc(S(=O)(=O)N(CC(=O)NC2CCCc3ccccc32)Cc2ccccc2)cc1C,Cc1ccc(S(=O)(=O)N(CC(=O)N[C@@H]2CCCc3ccccc32)Cc2ccccc2)cc1C
CC(C)(C)OC(=O)NCC(=O)Oc1ccc2c(=O)c(-c3ccc4c(c3)OCCO4)coc2c1,CC(C)(C)OC(=O)NCC(=O)Oc1ccc2c(=O)c(-c3ccc4c(c3)OCCO4)coc2c1
CCOc1cc(C2N=C(O)c3c(sc4c3CC[NH+](C)C4)N2)ccc1OC(=O)c1ccccc1,CCOc1cc([C@@H]2N=C(O)c3c(sc4c3CC[NH+](C)C4)N2)ccc1OC(=O)c1ccccc1
Cc1nc(C)c(C(=O)N(c2cccc(F)c2)C(C(=O)NC2CCCCC2)c2ccccc2)s1,Cc1nc(C)c(C(=O)N(c2cccc(F)c2)[C@@H](C(=O)NC2CCCCC2)c2ccccc2)s1
Cc1ccc(Cl)cc1S(=O)(=O)N(Cc1cccnc1)Cc1cc2c(C)ccc(C)c2[nH]c1=O,Cc1ccc(Cl)cc1S(=O)(=O)N(Cc1cccnc1)Cc1cc2c(C)ccc(C)c2[nH]c1=O
O=C(c1ccco1)N(Cc1cc2cccc3c2n(c1=O)CCC3)c1cccc(C(F)(F)F)c1,O=C(c1ccco1)N(Cc1cc2cccc3c2n(c1=O)CCC3)c1cccc(C(F)(F)F)c1
CCn1cc(C(=O)NC(C)C)c(=O)c2cc(F)c(N3CCN(C(=O)c4ccco4)CC3)cc21,CCn1cc(C(=O)NC(C)C)c(=O)c2cc(F)c(N3CCN(C(=O)c4ccco4)CC3)cc21
CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4c(C)n(C)n(-c5ccccc5)c4=O)ccc1c23,CCN1C(=O)c2cccc3c(S(=O)(=O)Nc4c(C)n(C)n(-c5ccccc5)c4=O)ccc1c23
CCOC(=O)c1ccc(N2CN=c3sc(=C4C(=O)Nc5ccc(OC)cc54)c(=O)n3C2)cc1,CCOC(=O)c1ccc(N2CN=c3s/c(=C4/C(=O)Nc5ccc(OC)cc54)c(=O)n3C2)cc1
COC(=O)C1=C(N)Oc2cc(C)n(CCc3ccccc3)c(=O)c2C1c1ccc(OC)cc1,COC(=O)C1=C(N)Oc2cc(C)n(CCc3ccccc3)c(=O)c2[C@H]1c1ccc(OC)cc1
